Brand,Model,Year,Category,Displacement (ccm),Power (hp),Fuel capacity (lts),Dry weight (kg),Seat height (mm),Torque (Nm),Cooling system,Transmission type,Gearbox,Engine stroke,Engine cylinder
nipponia,alma 150,2022,Scooter,149.6,8.9,5.5,94.0,760.0,9.8,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,altiva 125,2009,Scooter,124.0,7.0,6.0,111.0,,7.6,Air,Belt,Unknown, four-stroke,Single cylinder
nipponia,altiva 125,2010,Scooter,124.9,7.0,6.0,111.0,,7.6,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,arion 50,2012,Scooter,49.4,3.6,5.0,81.0,770.0,3.1,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,arte 125,2009,Scooter,124.6,9.3,24.6,125.0,780.0,8.5,Air,Unknown,Automatic, four-stroke,Single cylinder
nipponia,arte 125,2010,Scooter,124.6,12.5,7.0,130.0,760.0,,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,arte 125,2012,Scooter,124.6,9.3,7.0,136.0,760.0,8.5,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,arte 125,2016,Scooter,124.6,9.3,7.0,136.0,760.0,8.5,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,arte 150,2010,Scooter,149.6,14.1,7.0,130.0,760.0,9.6,Oil & air,Unknown,Automatic, four-stroke,Single cylinder
nipponia,arte 150,2012,Scooter,149.6,10.5,7.0,130.0,760.0,9.6,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,atlas 200,2022,Enduro / offroad,196.9,15.1,12.0,127.0,900.0,14.5,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,aura,2012,Scooter,124.6,9.3,7.5,136.0,760.0,8.5,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,ax 100s,2009,Sport,100.0,8.3,12.0,85.0,,8.3,Air,Belt,4-speed, four-stroke,Single cylinder
nipponia,ax 100s,2010,Allround,100.0,8.3,12.0,85.0,,8.3,Air,Chain,4-speed, four-stroke,Single cylinder
nipponia,brio 110,2009,Scooter,110.0,7.0,3.7,93.0,,7.0,Air,Belt,4-speed, four-stroke,Single cylinder
nipponia,brio 110,2012,Scooter,108.0,7.0,3.5,93.0,,7.0,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,brio 125,2009,Scooter,125.0,8.4,,93.0,,8.0,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,brio 125,2012,Scooter,124.6,8.5,3.5,93.0,,8.0,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,brio 50,2012,Scooter,49.0,3.0,3.7,93.0,,2.5,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,bws 150,2022,Scooter,149.6,8.9,6.4,115.0,780.0,9.8,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,cgr 200,2022,Allround,197.0,13.2,10.5,115.0,760.0,13.4,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,dbr 200,2018,Sport,199.0,,,,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nipponia,dion 125,2012,Scooter,124.6,9.3,5.0,101.0,780.0,8.8,Air,Belt,Automatic, two-stroke,Single cylinder
nipponia,duel 125,2021,Naked bike,124.9,9.8,9.0,135.0,760.0,,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,evolution 110,2009,Scooter,110.0,7.0,,97.0,,7.8,Air,Belt,4-speed, four-stroke,Single cylinder
nipponia,ezio 125,2010,Scooter,124.9,12.5,7.5,118.0,780.0,8.5,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,ezio 125,2012,Scooter,124.9,9.3,7.5,118.0,780.0,8.5,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,ezio 50,2009,Scooter,49.6,3.8,20.81,110.0,780.0,3.7,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,ezio 50,2010,Scooter,49.6,6.2,7.5,108.0,780.0,3.0,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,ezio 50,2012,Scooter,49.6,4.8,7.5,108.0,780.0,3.9,Oil & air,Belt,Automatic, two-stroke,Single cylinder
nipponia,ezio 50,2016,Scooter,49.6,4.8,7.5,108.0,780.0,3.9,Oil & air,Belt,Automatic, two-stroke,Single cylinder
nipponia,kpr 200,2018,Sport,198.0,,,,,,Liquid,Chain,6-speed, four-stroke,Single cylinder
nipponia,kps 200,2018,Allround,198.0,,,,,,Liquid,Chain,6-speed, four-stroke,Single cylinder
nipponia,mego 125s,2009,Scooter,124.0,7.5,6.0,116.0,,7.6,Air,Belt,Unknown, four-stroke,Single cylinder
nipponia,mego 125s,2010,Scooter,124.9,,6.0,116.0,,7.6,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,miro 130,2012,Scooter,129.0,9.0,5.7,108.0,670.0,8.0,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,miro-ii 125,2021,Scooter,124.0,8.2,5.7,107.0,670.0,,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,msger 125,2021,Scooter,124.9,8.2,4.3,116.0,750.0,,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,nb 125e,2009,Sport,124.8,10.1,11.0,120.0,,7.8,Air,Belt,5-speed, four-stroke,Single cylinder
nipponia,nb 125e,2010,Allround,124.9,10.1,11.0,120.0,,7.8,Air,Unknown,5-speed, four-stroke,Single cylinder
nipponia,nb 125e,2012,Allround,124.9,10.1,11.0,120.0,,7.8,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,nb 150e,2015,Allround,149.0,12.1,11.0,120.0,,9.2,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,nc 110,2009,Scooter,110.0,8.0,4.0,94.0,,7.5,Air,Belt,4-speed, four-stroke,Single cylinder
nipponia,nc 110 evolution,2012,Scooter,108.0,7.0,3.5,97.0,,7.0,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,nc 90,2009,Scooter,110.0,6.7,4.0,92.0,,6.0,Air,Belt,4-speed, four-stroke,Single cylinder
nipponia,nc 90,2012,Scooter,90.0,6.7,4.0,92.0,,6.0,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,neon 50,2012,Scooter,49.2,4.1,5.0,86.0,770.0,6.0,Air,Belt,Automatic, two-stroke,Single cylinder
nipponia,orizon 200,2022,Sport,183.0,16.1,9.0,135.0,760.0,14.3,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,ronin 200,2022,Sport,199.8,17.0,14.0,128.0,760.0,15.0,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,sporty 125,2009,Scooter,124.0,7.5,6.0,120.0,,7.6,Air,Belt,Unknown, four-stroke,Single cylinder
nipponia,sporty 125,2010,Scooter,124.9,7.5,6.0,120.0,,7.6,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,sporty 125xx,2009,Scooter,124.0,,,120.0,,7.6,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,sporty 125xx,2010,Scooter,124.9,7.5,6.0,120.0,,7.6,Air,Belt,Automatic, four-stroke,Single cylinder
nipponia,status,2012,Scooter,124.6,9.1,9.0,138.0,,,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,status,2021,Scooter,299.0,,12.7,200.0,710.0,33.8,Air,Unknown,4-speed, four-stroke,Single cylinder
nipponia,status 300,2021,Scooter,299.0,24.9,12.7,200.0,710.0,,Liquid,Belt,Automatic, four-stroke,Single cylinder
nipponia,tremor 125,2021,"Minibike, sport",124.9,9.8,6.0,112.0,760.0,,Air,Chain,5-speed, four-stroke,Single cylinder
nipponia,vorrei 125,2009,Scooter,124.6,9.3,9.5,118.0,805.0,8.5,Air,Unknown,Unknown, four-stroke,Single cylinder
nipponia,vorrei 125,2010,Scooter,124.6,12.5,9.0,138.0,790.0,8.5,Oil & air,Belt,Unknown, four-stroke,Single cylinder
nipponia,vorrei 125,2012,Scooter,124.6,9.3,9.0,138.0,790.0,8.5,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,vorrei 125,2016,Scooter,124.6,9.3,9.0,138.0,790.0,8.5,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,vorrei 150,2010,Scooter,149.6,14.1,7.0,130.0,760.0,9.6,Oil & air,Unknown,Automatic, four-stroke,Single cylinder
nipponia,vorrei 150,2012,Scooter,149.6,10.5,7.0,130.0,760.0,9.6,Oil & air,Belt,Automatic, four-stroke,Single cylinder
nipponia,zorro 180,2022,Sport,179.0,13.9,10.5,110.0,760.0,11.2,Air,Chain,5-speed, four-stroke,Single cylinder
niu,mqi,2020,Scooter,,1.6,,,,,Air,Unknown,1-speed,Electric,Electric
niu,mqi gt,2021,Scooter,,4.0,,115.0,816.0,,Air,Unknown,1-speed,Electric,Electric
niu,mqi sport,2022,Scooter,,1.9,,,750.0,,Air,Unknown,1-speed,Electric,Electric
niu,nqi gt,2020,Scooter,,4.0,,,,,Air,Unknown,1-speed,Electric,Electric
niu,nqi gts,2021,Scooter,,4.7,,113.0,815.0,,Air,Unknown,1-speed,Electric,Electric
niu,nqi sport,2022,Scooter,,2.4,,,760.0,,Air,Unknown,1-speed,Electric,Electric
niu,uqi,2020,Scooter,,,,,,24.0,Air,Unknown,1-speed,Electric,Electric
niu,uqi gt,2021,Scooter,,2.0,,,816.0,,Air,Unknown,1-speed,Electric,Electric
norton,490 cs 1,1927,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1928,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1929,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1930,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1931,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1932,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1933,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1934,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1935,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1936,Allround,490.0,,,145.0,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1937,Allround,490.0,,,,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1938,Allround,490.0,,,,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,490 cs 1,1939,Allround,490.0,,,,,,Unknown,Chain,Unknown, four-stroke,Single cylinder
norton,650ss,1962,Allround,646.0,52.0,13.5,,,,Air,Chain,Unknown, four-stroke,Twin
norton,650ss,1963,Allround,646.0,52.0,13.5,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,650ss,1964,Allround,646.0,52.0,13.5,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,650ss,1965,Allround,646.0,52.0,,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,650ss,1966,Allround,646.0,52.0,,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,650ss,1967,Allround,646.0,52.0,,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,750 roadster mkv,1973,Classic,745.0,58.0,,180.5,,63.7,Air,Chain,4-speed, four-stroke,Twin
norton,961 ss commando,2007,Naked bike,961.0,80.0,17.03,188.2,813.0,65.0,Air,Unknown,5-speed, four-stroke,Twin
norton,atlas,1962,Allround,745.0,58.0,,,,,Air,Chain,4-speed, four-stroke,Twin
norton,atlas,1963,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,1964,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,1965,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,1966,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,1967,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,1968,Allround,745.0,58.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,atlas,2021,Allround,650.0,84.0,,178.0,,64.0,Liquid,Chain,Unknown, four-stroke,Twin
norton,atlas nomad,2019,Allround,650.0,84.0,,178.0,,64.0,Liquid,Chain,4-speed, four-stroke,Twin
norton,atlas nomad,2020,Allround,650.0,84.0,,178.0,,64.0,Liquid,Chain,4-speed, four-stroke,Twin
norton,atlas ranger,2019,Classic,650.0,,,178.0,,64.0,Liquid,Chain,4-speed, four-stroke,Twin
norton,atlas ranger,2020,Allround,650.0,84.0,,178.0,,64.0,Liquid,Chain,4-speed, four-stroke,Twin
norton,breitling sport,2020,Classic,961.0,78.8,17.03,188.0,810.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,c 652 combat,2001,Naked bike,652.0,50.0,,158.0,760.0,57.0,Unknown,Chain,5-speed, four-stroke,Single cylinder
norton,c 652 sm international,1999,Classic,652.0,48.0,20.0,,830.0,57.0,Liquid,Chain,5-speed, four-stroke,Single cylinder
norton,classic,1988,Classic,588.0,85.0,23.0,,,,Air,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,commander,1989,Sport touring,588.0,85.0,23.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,commander,1990,Speedway,588.0,85.0,23.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,commander,1991,Touring,588.0,85.0,23.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,commander,1992,Classic,588.0,85.0,23.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,commando,1968,Allround,749.0,55.0,10.0,190.0,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,commando,1969,Allround,749.0,55.0,,190.0,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,commando 750,1970,Touring,745.0,60.0,10.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 750,1971,Classic,745.0,60.0,13.5,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 750 interstate,1972,Classic,745.0,65.0,25.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 750 roadster,1972,Classic,745.0,65.0,13.5,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 750 roadster,1973,Classic,745.0,60.0,25.0,,,,Oil & air,Chain,Unknown, four-stroke,Twin
norton,commando 850 interstate,1973,Sport touring,828.0,51.0,27.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 850 interstate,1974,Sport touring,828.0,51.0,11.0,203.0,780.0,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 850 interstate,1975,Classic,828.0,51.0,24.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 850 interstate mk 3,1976,Touring,828.0,51.0,24.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 850 interstate mk 3,1977,Naked bike,828.0,51.0,24.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 850 roadster,1973,Classic,828.0,51.0,11.0,,,,Air,Chain,4-speed, four-stroke,Twin
norton,commando 961 cafe racer,2010,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Unknown,5-speed, four-stroke,Twin
norton,commando 961 cafe racer,2011,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer,2012,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer,2013,Classic,961.0,80.0,17.03,188.0,813.0,80.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer,2014,Classic,961.0,80.0,17.03,188.0,813.0,80.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer,2015,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer mk ii,2016,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer mk ii,2017,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer mk ii,2018,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 cafe racer mk ii,2019,Classic,961.0,80.0,17.03,188.0,810.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 california,2020,Allround,961.0,80.0,17.0,188.0,810.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,commando 961 se,2012,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sf,2013,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sf,2014,Classic,961.0,80.0,17.0,188.0,813.0,80.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sf,2015,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sf mk ii,2016,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sf mk ii,2017,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2010,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2011,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2012,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2013,Classic,961.0,80.0,17.0,188.0,813.0,80.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2014,Classic,961.0,80.0,17.0,188.0,813.0,80.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport,2015,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport mk ii,2016,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport mk ii,2017,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport mk ii,2018,Classic,961.0,80.0,17.0,188.0,810.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 sport mk ii,2019,Classic,961.0,80.0,17.0,188.0,810.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 ss,2008,Naked bike,961.0,80.0,17.03,188.2,813.0,65.0,Air,Unknown,5-speed, four-stroke,Twin
norton,commando 961 ss,2009,Naked bike,961.0,80.0,17.03,188.2,813.0,88.1,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961 ss specs,2006,Naked bike,961.0,80.0,17.03,188.2,813.0,65.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961se,2010,Classic,961.0,80.0,17.03,188.2,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,commando 961se,2011,Classic,961.0,80.0,17.03,188.0,813.0,90.0,Air,Chain,5-speed, four-stroke,Twin
norton,dominator,2016,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,dominator,2017,Classic,961.0,80.0,17.0,188.0,813.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,dominator,2018,Classic,961.0,80.0,17.0,188.0,810.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,dominator,2019,Classic,961.0,80.0,17.0,188.0,810.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,dominator 77,1957,Allround,597.0,,,,,,Air,Unknown,Unknown, four-stroke,Twin
norton,dominator 77,1958,Allround,597.0,,,,,,Air,Unknown,Unknown, four-stroke,Twin
norton,dominator 88,1956,Allround,596.0,31.0,,179.0,,,Air,Chain,4-speed, four-stroke,Twin
norton,dominator 88,1957,Allround,596.0,31.0,,,,,Air,Chain,4-speed, four-stroke,Twin
norton,dominator 88,1958,Allround,596.0,31.0,,,,,Air,Unknown,Unknown, four-stroke,Twin
norton,dominator 88,1959,Allround,596.0,,,,,,Air,Unknown,Unknown, four-stroke,Twin
norton,dominator 88,1960,Allround,596.0,,,,,,Air,Unknown,Unknown, four-stroke,Twin
norton,dominator 88,1961,Allround,596.0,,,,,,Unknown,Unknown,Unknown, four-stroke,Twin
norton,dominator 88,1962,Allround,596.0,,,,,,Unknown,Unknown,Unknown, four-stroke,Twin
norton,dominator 88ss,1961,Allround,497.0,36.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator 88ss,1962,Allround,497.0,36.0,,,,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1956,Allround,596.0,31.0,16.0,,787.0,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1957,Allround,596.0,31.0,16.0,,787.0,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1958,Allround,596.0,,16.0,,787.0,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1959,Allround,596.0,,16.0,,787.0,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1960,Allround,596.0,31.0,16.0,,787.0,,Air,Chain,4-speed, four-stroke,Twin
norton,dominator 99ss,1961,Allround,596.0,,16.0,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator 99ss,1962,Allround,596.0,,16.0,,,,Unknown,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1949,Naked bike,497.0,,17.0,200.0,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1950,Naked bike,497.0,,17.0,200.0,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1951,Naked bike,497.0,26.0,17.0,200.0,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1952,Naked bike,497.0,,,200.0,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1953,Naked bike,497.0,,,200.0,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1954,Naked bike,497.0,,,,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator model 7,1955,Naked bike,497.0,,,,787.0,,Air,Chain,Unknown, four-stroke,Twin
norton,dominator street,2020,Classic,961.0,77.8,17.0,188.0,810.0,90.0,Oil & air,Chain,5-speed, four-stroke,Twin
norton,dunstall,1966,Sport,745.0,,,,800.0,,Air,Chain,Unknown, two-stroke,Twin
norton,dunstall,1967,Sport,745.0,,,,800.0,,Air,Chain,Unknown, two-stroke,Twin
norton,dunstall,1968,Cross / motocross,745.0,,,,800.0,,Air,Chain,Unknown, two-stroke,Twin
norton,dunstall,1969,Sport,745.0,,,,800.0,,Air,Chain,Unknown, two-stroke,Twin
norton,es 400 electra,1963,Allround,400.0,,13.25,,,,Air,Chain,4-speed, four-stroke,Twin
norton,es 400 electra,1964,Allround,400.0,,13.25,,,,Air,Chain,4-speed, four-stroke,Twin
norton,es 400 electra,1965,Allround,400.0,25.0,13.25,,,,Air,Chain,4-speed, four-stroke,Twin
norton,f 1,1990,Sport touring,588.0,95.0,21.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,f 1,1991,Unspecified category,588.0,95.0,21.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,international 30,1956,Classic,490.0,29.5,14.19,,,,Air,Chain,4-speed, four-stroke,Single cylinder
norton,international model 30,1947,Sport,490.0,29.5,,176.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1948,Sport,490.0,29.5,,176.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1949,Sport,490.0,29.5,,176.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1950,Sport,490.0,29.5,,176.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1951,Sport,490.0,29.5,,176.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1952,Sport,490.0,29.5,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1953,Sport,490.0,29.5,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1954,Sport,490.0,29.5,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1955,Sport,490.0,29.5,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1956,Sport,490.0,,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1957,Sport,490.0,,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,international model 30,1958,Sport,490.0,,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,interpool 2,1984,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,interpool 2,1985,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,interpool 2,1986,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,interpool 2,1987,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,interpool 2,1988,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,interpool 2,1989,Allround,588.0,114.0,22.5,,,75.0,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1958,Allround,249.0,11.7,13.6,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1959,Allround,249.0,11.7,13.6,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1961,Allround,249.0,11.7,13.6,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1962,Allround,249.0,11.7,13.6,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1963,Allround,249.0,11.7,,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1964,Allround,249.0,11.7,,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1965,Allround,249.0,11.7,,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,jubilee,1966,Allround,249.0,11.7,,150.0,,,Air,Chain,Unknown, four-stroke,Twin
norton,manx,1954,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1955,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1956,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1957,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1958,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1959,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1960,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1961,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
norton,manx,1962,Sport,499.0,47.0,,140.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
